;date;message
910;30.03.2020;​​В Москве появилась оффшорная юрисдикция. Указ Собянина от 29.03.2020 #34-УМ, ограничивающий работу предприятий и обязательную самоизоляцию проживающих в г. Москве граждан и приезжих, на территории «офшора» Фуд Сиди очевидно не действует. Бесперебойно работают кафе и рестораны фуд-корта, встречающие гостей и работников рынка, магазины одежды,обуви и детских товаров распахнули свои двери , повысив цены воспользовавшись закрытием городских конкурентов. «Какое товарное соседство? Какая дистанция в 1,5м между гостями и работниками? Какие нормы санитарии при утилизации отходов?  - Нет, не знаем такого!» Фуд Сити - торгуем и поем!)
911;27.03.2020;"Власти Карелии сообщают, что петербуржцы и москвичи едут к ним пережидать коронавирус. Идея ловли рыбы на озере в уединенном месте понятна и проста. 

И выглядит романтичной. Но почему-то никто не думает о том, какая в результате этой миграции ляжет нагрузка на регион, исторически испытывающий нехватку врачей, регион с не самыми хорошими больницами.

 И не надо на это обижаться. И когда мягкотелые жители Сити подхватят обычное ОРВИ, а в сельской аптеке у озера КулиЯрве не окажется их любимых аквамарисов и полидекс. Куда они в итоге поедут?

Подобные необдуманные, трусливые шаги, вызывают отвращение. Вы что, совсем идиоты? Сидите по домам."
912;25.03.2020;"❗️🔥Да, у нас уже 19 000! Мы как-то пропустили прошлый юбилей, но на этот раз в долгу не останемся. Всем, кто был с нами эти 19к, успеем сказать спасибо.

Обычно мы делаем тематические подборки. А тема сейчас в мире одна, тут никак не отвертеться. Будь то коронавирус или любая другая эпидемия, главное — не падать духом и действовать сообща. Поэтому, вот гайд по информационной и инфекционной безопасности от Sputnik Ближнее зарубежье:

🏡Сидим дома, работаем и читаем настоящих ""монстров телеги"". Таких, как Караульный или КАК-ТО ВОТ ТАК. Все самое интересное ищем на канале НЕБОЖЕНА. О том, что там с долларом, расскажет Финансовый. И мы сбились считать, сколько уже подписчиков у Соловьева. Тоже в домашних условиях пишет RT на русском и  Daily Storm. Даже на карантине без происшествий не обходится, о них поведают Силовики и Криминальная Россия. Хотим, чтобы НеСоциальная сеть съездил к бабушке, а то он ""очень похудел"". Очень уважаем 360° и НТВ. Все о СМИ мы узнаем у Журналистики. Название канала Раньше всех. Ну почти говорит само за себя, а все грязное белье постирает и отсортирует Кремлевская Прачка.

🤝Жмем руки (мы их продезинфицировали) нашим коллегам Армену Гаспаряну, Семену Багдасарову, Владимиру Корнилову и Доктору Сосновскому. На изоляции нас развлекает Саваничи и не дает скучать Гоблин. Уж точно не страшен вирус смельчакам Коцу, Поддубному и Стешину. А заразительный смех от постов Кракена и Кононенко уже не раз сотрясал стены квартир наших админов. НеВротик радует качественной публицистикой, Ortega ироничной подачей, а Политбулка агрегирует неагригируемое. На страже коронавирусных границ ближнего зарубежья стоят Бывшие, а также Дежурный и Компромат СНГ. Очень уважаем Андрея Медведева и коллегу Романа Бабаяна. Горячо почитаем Политтранзит, восхищаемся бесстрашным Abbas Djuma и мудрым Евгением Примаковым, внимательно прислушиваемся к мнению Дмитрия Киселева.

😷Шлем воздушные поцелуи, не снимая масок, прекрасной половине телеграма. Заботится (о нашем и вашем) здоровье неподражаемая Маргарита Симоньян. Всегда на страже великолепная Тина Канделаки, всегда чудесная Кристина Потупчик и ее Полный П, всегда прекрасная Анна Шафран. Восхищаемся Наилей Аскер-заде, симпатизируем  Марине Юденич и отдаем должное Юлии Витязевой. Еще уважаем Ольгу Скабееву, интересуемся Приговорчиками в строю и на седьмом небе от Одинокой Коко. Следим за Александровой, Винокуровой и ценим Наталью Поклонскую.

🛒Еще несколько каналов, которые помогут разнообразить карантин. Правдивые посты - всегда на Постправде, обратную сторону политики раскроет Акитилоп. Про ""вечную"" украинскую тему расскажут Украина.ру, смешные Зрада чи Перемога, искрометный Шептун и Запрещенная Украина.  Всегда с нами ДТ, Комментерн live. Очень мудрый Дмитрий Евстафьев и братский СОНАР-2050. С интересом читаем переводы Расстрельного, военную аналитику от WarGonzo и новости, в которые иногда сложно поверить, от Мюсли Лаврова. С интересом следим за Россией в глобальной политике и едем вместе с Доктор едет. Интересная точка зрения у газеты Взгляд, и мы всегда слышим Ыыху Москвы. А еще рекомендуем Мастера пера, Выбор Молдовы и наш родной Зубовский, 4.

С такими коллегами, друзьями и подписчиками нам правда не страшен никакой вирус. Sputnik Ближнее зарубежье на удаленке, но продолжаем работать дальше и держать вас в курсе всего, что происходит на постсоветском пространстве. Подпишитесь, чтобы ничего не пропустить."
913;24.03.2020;"​​Два слова про радиацию и Юго-Восточную хорду

Всех сегодня беспокоит тема обнаруженного гринписом ""ядерного могильника"" вблизи Московского завода полиметаллов.
Я, как человек некогда работавший в ФГУП ""Атомэнергопроект"" (ныне входит в корпорацию ""Росатом"") и занимавшийся там расчетами миграции радиоактивных элементов в подземных водах, могу сказать несколько важных вещей, которые помогут невовлеченному человеку понять что там вообще происходит.

Во-первых, таких ""могильников"" в городе сотни. Они постепенно дезактивируются, вывозятся, перерабатываются и захораниваются. Ничего нового в этом нет. В Москве в настоящий момент активно работает с десяток ядерных реакторов и сотня предприятий, использующих ионизированное излучение. Мы живём в столице страны, которая одна из первых сделала атомную бомбу и ядерный реактор и продолжает удерживать лидирующие позиции как на первом, так и на втором поприще. Абсолютно ""чистыми"" ядерные технологии не являются сейчас, а тем более они не являлись такими в 40-50 годы прошлого века.

Во-вторых, если пробежать мимо подобного ""могильника"", то, скорее всего, с тобой ничего не случится. Опасно находится возле источника радиации длительное время. Это очень банальная информация, но кто-то наверняка не в курсе. Интересное дальше.

В-третьих, ФГУП ""Радон"", который занимается рекультивацией, оценил размер радиоактивных грунтов в районе завода ""Полиметалл"" всего в несколько десятков кубических метров. Требуется всего 5-10 машин, чтобы увезти все отходы за пределы города. Это не такая уж сложная в современном мире задача и она не требует строительства саркофага на месте. Она требует только аккуратности, я бы даже сказал скрупулезности. Ну и времени, конечно.

В-четвертых, единственная компания в России, которая может что-то сделать с зараженными грунтами - это компания ""Радон"". Других вариантов просто нет. Активисты, физики-теоретики, уважаемые природоохранные организации и просто неравнодушные граждане максимум что смогут сделать там - это получить дозу радиации. Поэтому людей нужно оттуда просто физически убрать и оградить территорию. 

В-пятых, любой нормальный человек при словосочетании ""ядерный могильник"" представляет себе огромный закопанный под землей четвертый энергоблок ЧАЭС, который, в случае касания лопатой, мгновенно превратит Москву в Припять. На самом же деле никто из писавших словосочетание ""ядерный могильник"" понятия не имеет что там находится под землей, какого оно размера и откуда взялось. Фонить в 60 мкЗв/ч может кусочек размером с орешек. Но про фонящий орешек писать не интересно, а про могильник - наоборот.

В-шестых, экоактивисты могут сделать одну простую вещь, которую пока никто еще не догадался сделать. Нужно найти скважину в исследуемом районе ниже по течению грунтовых вод. Взять пробу воды из скважины и отвезти на радиологический анализ в любую аккредитованную лабораторию. Вот этот анализ реально покажет масштаб трагедии и можно будет с уверенностью сказать есть там под землей четвертый энергоблок ЧАЭС или нет. А бегать по поверхности с дозиметром и ловить единичные превышения под фотоаппарат - это занятие, конечно, увлекательное, но может привести к преждевременному выпадению волос и потере репродуктивной функции.

Резюмируя, могу сказать следующее: никакой катастрофы не произошло и не произойдёт. Компания ""Радон"" еще в марте анонсировала программу по радиационному контролю, изъятию и транспортированию радиоактивно загрязненного грунта. То, что сотрудники компании не лезут грудью на фонящую амбразуру, как некоторые местные жители, активисты и парочка возбуждённых физиков-теоретиков, - еще не значит, что подготовительные работы не проводятся. Программа предусматривает предоставление документов, подтверждающих очистку территории после проведения всех работ. И только после появления этих документов я рекомендую гражданам начинать бегать с дозиметром и совершать свой гражданский контроль."
914;19.03.2020;"📣 🚕 Как изменилась ситуация в такси после принятия мер защиты от коронавируса?

Канал #БюроИКС опросил раздельно таксистов и пассажиров, как изменилась их повседневность из-за мер защиты от заражения коронавирусом. Равнодушных не было. 

👨‍🏭 Вопрос для водителей такси сформировали так: «Стало ли у вас больше или меньше заказов?». В опросе приняло участие более 300 водителей.

🔻 21% сами прекратили работу в такси, чтобы оградить себя и своих близких от заражения.

🔻 54% отметили сокращение заказов. 

🔺 7% водителей считают, что у них прибавилось работы.

🔸 18% таксистов не заметили разницы.

🛬 О снижении числа заказов водители пишут в своих чатах. Работающие в отрасли много лет считают, что число заказов упало до уровня 2000 года. И при совершенно не сопоставимых ценах (сейчас — в разы дешевле) призывают искать альтернативу любимой работе. Какое-то время водители себя подбадривали надеждами. Сейчас большинству из них понятно, что работа в такси требует замены.


👫 Вопрос для пассажиров сформулирован так: «Каким транспортом вы стали больше пользоваться?». В опросе приняло участие более 2400 пассажиров.

🔹 34% вернулись к пользованию личным автомобилем или продолжают им пользоваться

🔹 29% продолжают пользоваться маршрутным общественным транспортом. При этом большинство (18%) — из-за отсутствия страха перед болезнью, а остальные (11%) — из-за недостатка средств на иное.

🔹 18% стали отдавать предпочтение пешим прогулкам.

🔹 14% просто перестали выходить из дома без особой необходимости.

🔹 9% отдали предпочтение такси эконом-класса.

🔹 7% нашли в бюджете возможность пересесть в такси комфорт-класса и выше.

🔹 4% начали пользоваться услугами каршеринга.

🔹 Менее 1% (23 голоса) стали добираться с коллегами, соседями и друзьями, имеющими автомобили.

🔹 4% затруднились с ответом.

📗 Редакция #БюроИКС отмечает, что заказать такси стало проще. Даже на совсем невыгодные ранее заказы автомобили назначаются быстрее. До сокращения числа заказов водители имели возможность выбирать более выгодные поездки. Сейчас в период дефицита заказов многие соглашаются на любой предложенный заказ. 

📕 Отмечаем, что число местных жителей среди водителей резко сократилось. Определенно россияне  более ответственны за свое здоровье и безопасность своих близких, больше осознают степень угрозы заражения. Возможно также и то, что приезжие поставлены в условия, когда они не могут отказаться от работы.

@buroics_taxi"
915;19.03.2020;"Сотрудники сербской полиции в защитной экипировке задерживают двух незаконных мигрантов за нарушение режима чрезвычайного положения в Белграде. 
#COVID19 

@new_militarycolumnist"
916;18.03.2020;#нампишут, что Дарига Назарбаева не получала загранпаспорт РФ недавно, как мы писали ранее, а «перевыпускала» давно имеющийся у нее российский загранпаспорт:  согласно учетной карточке миграционного архива УФМС России, первый загранпаспорт РФ она получила 11 сентября 1995 года, серия документа 43 номер 5476916, в 4 ОВИР ЗАО Москвы. Это означает, что уже на тот момент Дарига Назарбаева являлась гражданкой России, и от этого гражданства не отказывалась (по крайней мере, нигде нет такой информации). Осуществить сделку по продаже в 2018 году двухкомнатной квартиры в Москве площадью 66 кв.м без паспорта гражданки России она также бы не смогла.
917;18.03.2020;"Немного стата из доклада главы московской полиции:

🔸на 16% снизилось число убийств
🔸на 15% числа преступлений, совершенных иностранцами
🔸выявлено 29 тысяч граждан совершивших преступления
🔸на миграционный учет поставлено 4,5 млн иностранцев
🔸вынесено 29 тысяч решений о выдворении
🔸в систему видеонаблюдения интегрированы 178 тысяч камер, с ее помощью раскрыто более 4 тысяч преступлений"
918;17.03.2020;"Вслед за попытками подменить своей работой работу всего Правительства РК, дочь Елбасы Дарига Назарбаева продемонстрировала, что может - и хочет - подменить собой президента.

Обращение к нации спикера Сената - случай беспрецедентный, очевидно подсказанный ей командой имиджмейкеров и пиарщиков из ближнего зарубежья (в их числе выходцы из России) на фоне того, что вчера многие остались неудовлетворенны аналогичным обращением Касыма-Жомарта Токаева. Дарига Назарбаева в своем послании - и это проходит красной нитью - предстала в образе мудрой и заботливой матери нации, вместе с тем рассматривающей действующего президента временной фигурой. В своем обращении она позволяет давать поручения государственным органам, указывая, как именно они должны действовать в условиях пандемии и кризиса - при этом Назарбаева официально даже не входит в госкомиссию по обеспечению «режима ЧП», а значит, не может быть осведомлена о полном перечне принимаемых мер. 

Слухмейкеры считают, что столь болезненная реакция может указывать на то, что идея в ходе расширенного заседания политического совета партии «Нұр Отан» (18 марта) реализовать операцию «Шапрашты» и осуществить новый транзит власти в Казахстане в интересах Дариги Назарбаевой действительно имела место быть. Токаев, введя «режим ЧП», перехватил инициативу у «шапраштинского клана»: два указа дают ему почти неограниченную власть в обход правительства, что вызвало ярость Дариги Назарбаевой. 

Люди из окружения спикера Сената говорят, что нервозность Дариги Назарбаевой связана и с судебным процессом в Лондоне вокруг недвижимости стоимостью около 104 млн. долларов США, записанной на ее сына Нурали Алиева: есть все основания полагать, что в ходе разбирательства британская сторона может обнаружить еще несколько объектов недвижимости, включая дом-музей Шерлока Холмса стоимостью в 130 млн. фунтов (более 160 млн. долларов США).

Кроме того, к такой ситуации оказался не готов спикер Мажилиса Нурлан Нигматулин, который тоже хотел бы выпустить свое обращение к нации и уже попросил предоставить ему время на телевидении (вчера он ограничился лишь сообщением в Twitter, в котором поддержал меры, предпринятые президентом)."
919;14.03.2020;"На новость о том, что самый несмешной комик современной России решил вернуться в лапы кровавого режыма после неудачных выступлений за рубежом, мы можем ответить только этой картинкой.

Вообще это самое хуевое промо стендапера эвер, дискредитирующее весь институт политэмиграции. Полагаем, что и в России на выступления Долгополова никто не придет (ну разве что Дудь с Сатиром и либертарианская партия полным составом)."
920;12.03.2020;"Реджеп Тайип «Не признаем геноцид армян» Эрдоган сравнил поведение греческих пограничников с нацистскими преступлениями. Видимо, нацисты в его представлении именно этим и были известны – защитой своих границ с использованием нелетальных средств. И да, турецкие вбросы о том, что от рук греческих пограничников погибло уже несколько мигрантов, до сих пор никак не подтверждены.

https://www.theguardian.com/world/2020/mar/11/erdogan-compares-greek-border-crackdown-to-nazi-atrocities"
921;11.03.2020;"Власти Таиланда уточнили, что вводимые ограничения все же не коснутся туристов из России, поскольку между странами есть соглашение о 30-дневном безвизовом пребывании. «Мы пока это не отменяли», — отметила ТАСС сотрудница МИД королевства.

По ее словам, «инициатива не коснется туристов из России, которые прилетят в ближайшее время, поскольку они могут находиться здесь 30 дней по штампу». «Например, если российский гражданин прилетит завтра в Таиланд, то он без проблем получит во время прохождения иммиграционного контроля штамп [для нахождения на территории королевства]», — заверила представитель внешнеполитического ведомства.

По ее словам, ограничения затронут лишь тех людей, которые прилетают в Таиланд на более длительный срок, для чего и требуется виза, в том числе по прибытии. Таким образом, граждане 18 стран, включая Россию, перед отлетом в Таиланд должны обратиться в таиландское посольство в своей стране. Вероятно, для этого им потребуется медицинская справка о состоянии здоровья, подтверждающая отсутствие коронавируса."
922;11.03.2020;"​Правительство Петербурга — как и власти других регионов, по федеральной методичке, видимо — взялось доступно, в картинках объяснить гражданам, какие поправки в Конституцию им предстоит поддержать. Оказалось, что самый простой способ объяснить россиянам, что значит верховенство национального права над международным, с точки зрения ответственных за пиар поправок сммщиков, — сыграть на национализме, неприятии частью населения мигрантов и привлечь аргументы, характерные для правой повестки. Поправка, устанавливающая приоритет российских законов, не позволит никому навязывать нам свои решения — например, принимать мигрантов, рассказывают сммщики (так вот почему мы до сих пор принимали мигрантов — под давлением международного сообщества).

На картинке, иллюстрирующей эту поправку, мы видим «мигрантов» — бородатых мужчин и женщин в хиджабах с детьми на руках — митингующих у забора с колючей проволокой. Видимо, именно так выглядит верховенство национального права в воображении сммщиков Кремля. Какие ассоциации должны возникнуть у целевой аудитории? Голосуй за железный занавес? Россия — страна за колючей проволокой? И что должны чувствовать те российские граждане, которые ходят в хиджабах и с бородой по своей стране, глядя на эту картинку? 

Ну и вдобавок, поддержав идею верховенства национального права, мы станем, обещают сммщики, похожи на США. А такие аргументы — это вообще законно? 🤷🏼‍♀️"
923;10.03.2020;"Антон Вячеславович врать не будет. Поэтому сегодня тот самый рецепт для тех достойных и хороших, кто в ахуе глядит на цифры Путина и не понимает, как что им, умничкам и специалистам в ардеко теперь делать. А ответ очень простой. Нам всем нужно научиться жертвовать. Своей гордыней, своими привязанностями, своей любовью, своей судьбой и своей жизнью. Страну можно построить лишь тогда, когда она – Россия – и есть твоя единственная гордость, твоя, любовь, твоя судьба и твоя жизнь. Каждый из нас должен понять, что у страны совершенно другие категории времени. То, что нам кажется целой жизнью, для нее – лишь миг. И (если мы и правда хотим тут что-то поменять) мы должны быть готовы положить на это свои жизни. И воспитать своих детей и внуков так, чтоб и они были к этому готовы. 
Нам не победить Путина. Никакими шествиями, бойкотами и заметками. Никакие сайты и хуевые телефильмы не сломят режим. Режим можно лишь поменять изнутри.
Если вы хотите изменить Россию, полюбите Путина. Не пытайтесь его наебать. Идите и полюбите. Поймите, что его жизнь, его вечность такой же миг в жизни России, как и ваша жизнь и ваша вечность. Вам выпала судьба жить с ним в одно время. А с кем бы вы хотели жить? С Петром? С Николаем? Со Сталиным? С Брежневым? 
Полюбите его и храните ему верность. Чтоб когда-нибудь отдать вам власть, он должен быть уверен, что вы его не предадите.
Не предавайте его!
Любить обязательно искренне. не думайте, что вам удастся его наебать. Чтобы тут что-то поменять, вы должны искренне полюбить страну такой, какая она есть. 
Идите работать во власть. Идите в жэки, в школы, в армию, в суды, в полицию. Не нойте, что тут нет честного суда. Сами станьте честными судьями. Очень возможно, что вам не позволят. Вас даже самих кинут в тюрьму. Но только это и есть путь к улучшению.
Станьте архитектором, который придумает и продавит программу сноса уродливых изб и коробок. Дослужитесь до министра, котолрый эту программу продавит и сделает. 
Станьте большинством этой системы, чтобы в тот момент, когда она будет готова, принять власть. Чтобы потом эту власть добровольно отдать.
Вступайте в ""Единую Россию"", чтобы когда-нибудь она разделилась на две системные партии. Одна из которых станет на время действующей властью, а вторая – временной оппозицией. Помните, оппозиция она лишь тогда оппозиция, когда она точно имеет шанс возглавить страну. Если такого шанса нет, это не оппозиция. Это говно.
Идите работать в ФСБ, в разведку, в правительство. Уезжайте в райцентры. Учите и учитесь. Учитесь сами и учите других прежде всего желанию быть свободным. 
Не пеняйте на народ. Учите его. Свободе нужно учить. Вы и сами не научились.
Если вы не готовы запихнуть в жопу свои ничтожные представления о добре и красоте, если вы верите, что перемены наступят сразу и сами собой, если вам по-прежнему важно объядинение каких-то никому тут неинтересных ""демократов"", уезжайте из страны. Сегодня же. И забудьте русский язык. Не будьте смешными, грустными, пьющими эмигрантами в Сан-Франциско, для которых чес Парфенова важнее конституционных реформ США. 
Если вы хотите изменить не страну, а свою жизнь, уезжайте и наплюйте на Россию. Оставьте ее тем, для кого она может и должна быть своим Мэрилэндом, своим Голливудом, своим Хоупвиллом. Страной счастья. Святым холмом. Уголком надежды."
924;07.03.2020;"Представлять Израиль на Евровидении в 2020 году будет 19-летняя Эден Алене, которая родилась в семье мигрантов из Эфиопии. 

Некоторые, будут злорадствовать, ахахах, вот это еврейка, ряяя. Но она не еврейка и по основному закону ( да, в Израиле ещё нет конституции, потому что евреи считают, что это долгий и сложный процесс) Израиль ей и таким как она не принадлежит."
925;06.03.2020;"В проекте «Наши за границей» мы рассказываем о людях, которые живут в разных странах мира, но объединены русской речью. Герой нового выпуска — Александр, который в 2014 году переехал из Алматы в Гамбург.

Теперь Александр занимается проектированием инфраструктуры зданий и ведет подкаст «Понаехавшие», в котором эмигранты делятся своими историями переезда и тем, с какими сложностями им пришлось столкнуться

https://rtvi.com/stories/nashi-za-granitsey-hamburg/"
926;05.03.2020;"Ещё на нашем веку увидим — хотя, конечно, это зависит от возраста каждого конкретного наблюдателя — но увидим грядущее. А именно новую волну неподдельного и деятельного интереса Запада к России.

Так было в конце восьмидесятых — начале девяностых. Вдруг стало понятно, что те, кого массовая пропаганда десятилетиями сознательно расчеловечивала, это совершенно такие же люди как и те, для кого эта пропаганда работала. Тогда это было явлением обоюдоострым. Нам рассказывали о том, что все иностранцы шпионы-гомосеки-бездуховные капиталисты, а им говорили, что мы, в лучшем случае, мафиози, но, вообще-то, просто дикий низколобый скот. Ну, не так чтоб прямо говорили, но образ в массовой культуре создавался примерно такой.

А потом во время концерта “Монстры рока” в Тушино на сцену вышел Джеймс Хэтфилд и увидел перед собой точно таких же людей, каких он видел под Сиэтлом или Бирмингемом. И людей этих был миллион — неплохая выборка, чтобы составить общее впечатление.

Хэтфилд до сих пор вспоминает об этом в разных интервью. 
С того момента люди как прозрели — а! И тут и там, оказывается, люди живут. И интересным стал сам факт, что ты из России. 

Сейчас русские, как мы помним, виноваты во всём — вмешались в выборы, посеяли панику, провели хакерские атаки, спровоцировали миграционный кризис, насрали всем в штаны.

Но у людей уже есть некоторая прививка от такого потока информационного сознания. У нас-то она сильнейшая — мы вообще никому не верим, а иностранца почитаем за человека высшего сорта. Но и там этого долго терпеть не станут. Да, да, коварные и всемогущие русские. Ахахаха. Очень приятно. А из кого эта зловещая страна состоит?

Вот, пожалуйста, Кембриджский университет рекомендует 12 программ для своих студентов в русских ВУЗах. Например, поезжайте в Томский государственный университет, пройдите программу включенного обучения — то есть, со всеми студентами вместе. Или “Практический русский язык” в Дальневосточном университете. 

Это сейчас только рекомендации, а скоро людям уже и советов не нужно будет — поедут, побегут из простого интереса, чтобы узнать, кого же нам так красиво расписывают? Кто там живёт, если о них так плохо говорят? 

Да, вот мы тут вас и ждали, приезжайте, места всем хватит, даже шпионам из британского университета. У нас есть опыт работы с Кембриджской четвёркой, довольно удачный опыт."
927;02.03.2020;"Водитель-мигрант в Уссурийске выкинул из автобуса 94-летнего ветерана и порвал его удостоверение  - чтобы тот ""не портил кассу"" и ""бесплатно ехал пешком""."
928;02.03.2020;"❗️🇬🇷🇹🇷 Текст СМС сообщения, которое получают все мигранты на границе с Грецией

Власти Греции изменили текст смс-сообщения, рассылаемого по геолокациям на все иностранные телефоны на границе страны, с предупреждением не пытаться пересекать её:

«Никто не может пересечь греческие границы. Все те, кто пытается нелегально пересечь их, не допускаются. Цифры, цитируемые турецкими властями, являются ложными и вводящими в заблуждение.»"
